Exp1 BF
25,0.524405,0.528827,0.530176,0.571668,0.525478,0.522721,0.524803,0.526677,0.521906,0.521271,
26,1.042238,1.120622,1.063178,0.984650,1.080841,1.232182,1.151892,1.159183,1.192553,1.096126,
27,2.121113,2.083907,2.093283,2.169812,2.200421,2.107006,2.074824,2.069685,2.086534,2.078504,
28,4.139130,4.175221,4.311729,4.109476,4.115970,4.157370,4.410225,4.142756,4.190883,4.173829,
29,8.303382,8.266523,8.293313,8.310051,8.205141,8.596532,8.299758,8.271738,7.730552,8.798043,
30,16.482322,16.523865,16.625212,15.592120,16.553027,16.522981,16.716083,16.596981,17.029007,16.631529,
Exp1 DP
25,0.495266,0.494063,0.493804,0.495104,0.493577,0.496258,0.508996,0.502100,0.496447,0.497413,
26,0.510434,0.513876,0.512745,0.515490,0.513247,0.513345,0.513194,0.512604,0.514172,0.536328,
27,0.553348,0.562401,0.546259,0.533358,0.532694,0.531821,0.531637,0.531443,0.532659,0.530013,
28,0.551944,0.552280,0.552181,0.550106,0.552018,0.555485,0.573893,0.566523,0.566025,0.561586,
29,0.578897,0.575109,0.576884,0.599784,0.583139,0.577475,0.572192,0.569968,0.572700,0.571903,
30,0.587549,0.593064,0.592131,0.591528,0.594665,0.589195,0.590328,0.594310,0.593035,0.591160,
Exp2
1,20.959070,20.995706,21.213415,21.348755,21.242089,21.086359,21.293863,21.188530,21.124523,21.191638,
2,11.052838,10.933894,10.858651,11.072660,10.934034,10.954685,10.909322,11.061704,10.986163,11.043243,
3,7.510737,7.564119,7.511936,7.582273,7.664675,7.634751,7.601354,7.595399,7.549248,7.498585,
4,6.131601,6.182015,6.116996,6.085209,6.087817,6.010040,5.984408,6.240682,6.141892,5.941937,
5,6.442018,6.453464,6.435040,6.477804,6.450216,6.457025,6.460801,6.439149,6.461670,6.505142,
6,5.459093,5.463350,5.444013,5.481779,5.465331,5.501213,5.469877,5.479739,5.465226,5.459764,
7,4.772520,4.775238,4.777712,4.755417,4.784741,4.881313,4.766973,4.848317,4.803924,4.792734,
8,4.506821,4.408285,4.381575,4.421156,4.387353,4.529286,4.459329,4.438830,4.369943,4.337749,
9,5.358701,5.363200,5.249685,5.302265,5.323163,5.366675,5.292843,5.350472,5.363759,5.378076,
10,5.226166,5.255331,5.204088,5.274811,5.106405,5.131850,5.143946,5.148067,5.144740,5.114322,
11,4.931927,4.931728,4.942621,4.941640,4.913823,4.927019,4.928034,4.945498,4.933233,4.964765,
12,4.581340,4.633848,4.587834,4.628212,4.650918,4.628824,4.682494,4.607448,4.594231,4.649297,
13,4.697889,4.736259,4.722827,4.719806,4.715378,4.761838,4.724877,4.915449,4.797687,4.743748,
14,4.724301,4.560866,4.607496,4.813220,4.584639,4.628080,4.595004,4.588653,4.598362,4.591479,
15,4.439500,4.474974,4.458677,4.467987,4.460454,4.475237,4.470229,4.596871,4.518420,4.635299,
16,4.500616,4.564013,4.474701,4.426725,4.770033,4.728447,4.614428,4.446639,4.433677,4.357116,
17,4.793590,4.770792,4.792606,4.746032,4.776376,4.819655,4.776393,4.784967,4.770855,4.741284,
18,4.721900,4.728333,4.812155,4.654355,4.659462,4.746289,4.654292,4.724463,4.678020,4.654550,
19,4.618610,4.593719,4.693573,4.605901,4.690345,4.571693,4.557835,4.563411,4.599191,4.599499,
20,4.520995,4.496864,4.462799,4.509285,4.479261,4.499217,4.466446,4.525996,4.532905,4.490394,
21,4.555648,4.561712,4.531698,4.552765,4.539338,4.514369,4.555611,4.519266,4.561647,4.582982,
22,4.512355,4.459167,4.466983,4.492974,4.532676,4.493155,4.522507,4.503176,4.522322,4.488280,
23,4.459332,4.442035,4.482322,4.471049,4.382466,4.426565,4.514039,4.385597,4.488039,4.412555,
24,4.363908,4.365191,4.391690,4.352677,4.353764,4.356971,4.353451,4.378910,4.396416,4.356227,
25,4.574284,4.555679,4.576283,4.555824,4.571481,4.576635,4.564994,4.575293,4.548910,4.585353,
26,4.535154,4.549749,4.545392,4.538671,4.540670,4.538422,4.550130,4.531672,4.552575,4.537816,
27,4.487885,4.479561,4.503858,4.493045,4.484575,4.461663,4.477979,4.494947,4.519480,4.500063,
28,4.427347,4.408114,4.404568,4.415430,4.423049,4.430099,4.411207,4.423347,4.432197,4.440975,
29,4.422295,4.633495,4.440979,4.414940,4.427538,4.414900,4.427236,4.466324,4.450985,4.448838,
30,4.463940,4.403414,4.545403,4.586989,4.378583,4.378097,4.393731,4.384316,4.369065,4.366283,
31,4.318644,4.327417,4.327622,4.329247,4.332625,4.330430,4.331965,4.328503,4.323950,4.334931,
32,4.328728,4.279434,4.274367,4.285572,4.279281,4.278798,4.268151,4.288357,4.427464,4.295914,
33,
